order_id,customer_id,order_date,product_name,product_price,quantity
16100,cust_0012,2019-03-08 18:00:00,Peshwari Naan,2.95,1
16100,cust_0012,2019-03-08 18:00:00,Tandoori Mixed Grill,11.95,2
16100,cust_0012,2019-03-08 18:00:00,Plain Papadum,0.8,3
16100,cust_0012,2019-03-08 18:00:00,Mint Sauce,0.5,1
16100,cust_0012,2019-03-08 18:00:00,Mango Chutney,0.5,1
16100,cust_0012,2019-03-08 18:00:00,Korma Sauce,3.95,1
16099,cust_0011,2019-03-08 17:58:00,Pathia - Prawn,9.95,1
16099,cust_0011,2019-03-08 17:58:00,Chicken Biryani,9.95,1
16099,cust_0011,2019-03-08 17:58:00,Peshwari Naan,2.95,2
16099,cust_0011,2019-03-08 17:58:00,Plain Papadum,0.8,1
16099,cust_0011,2019-03-08 17:58:00,Mint Sauce,0.5,1
16098,cust_0027,2019-03-08 17:57:00,Chicken Tikka Jalfrezi,8.95,1
16098,cust_0027,2019-03-08 17:57:00,Bhuna - Lamb,8.95,1
16098,cust_0027,2019-03-08 17:57:00,Special Fried Rice,3.95,2
16098,cust_0027,2019-03-08 17:57:00,Peshwari Naan,2.95,1
16098,cust_0027,2019-03-08 17:57:00,Aloo Gobi,5.95,1
16098,cust_0027,2019-03-08 17:57:00,Chicken Tikka Masala,8.95,1
16097,cust_0017,2019-03-08 17:52:00,Meat Samosa,3.95,1
16097,cust_0017,2019-03-08 17:52:00,Mixed Vegetable Curry,5.95,1
16097,cust_0017,2019-03-08 17:52:00,Dupiaza - Lamb,8.95,1
16097,cust_0017,2019-03-08 17:52:00,Lemon Rice,3.95,1
16097,cust_0017,2019-03-08 17:52:00,Methi - Lamb,8.95,1
16097,cust_0017,2019-03-08 17:52:00,Pilau Rice,2.95,1
16097,cust_0017,2019-03-08 17:52:00,Garlic Naan,2.95,1
16097,cust_0017,2019-03-08 17:52:00,Onion Bhajee,3.95,1
16097,cust_0017,2019-03-08 17:52:00,Spicy Papadum,0.8,1
16096,cust_0006,2019-03-08 17:18:00,Plain Naan,2.6,1
16096,cust_0006,2019-03-08 17:18:00,Pilau Rice,2.95,1
16096,cust_0006,2019-03-08 17:18:00,Chicken Tikka Masala,8.95,1
16096,cust_0006,2019-03-08 17:18:00,Bhuna - Lamb,8.95,1
16096,cust_0006,2019-03-08 17:18:00,Plain Papadum,0.8,2
16095,cust_0056,2019-03-08 16:21:00,Lamb Biryani,9.95,1
16095,cust_0056,2019-03-08 16:21:00,Plain Naan,2.6,2
16094,cust_0043,2019-02-08 20:23:00,Lamb Tikka,4.95,1
16094,cust_0043,2019-02-08 20:23:00,Onion Bhajee,3.95,1
16094,cust_0043,2019-02-08 20:23:00,Saag Paneer,5.95,1
16094,cust_0043,2019-02-08 20:23:00,Chicken Tikka Masala,8.95,1
16094,cust_0043,2019-02-08 20:23:00,Keema Rice,3.95,1
16094,cust_0043,2019-02-08 20:23:00,Rogon - Lamb,8.95,1
16094,cust_0043,2019-02-08 20:23:00,Chicken Tikka Karahi,9.95,1
16094,cust_0043,2019-02-08 20:23:00,Pilau Rice,2.95,1
16094,cust_0043,2019-02-08 20:23:00,Bombay Aloo,5.95,1
16093,cust_0001,2019-02-08 20:18:00,Onion Bhajee,3.95,1
16093,cust_0001,2019-02-08 20:18:00,French Fries,3.95,1
16093,cust_0001,2019-02-08 20:18:00,Chicken Tikka Masala,8.95,1
16093,cust_0001,2019-02-08 20:18:00,Korma - Chicken,8.95,1
16093,cust_0001,2019-02-08 20:18:00,Plain Naan,2.6,1
16093,cust_0001,2019-02-08 20:18:00,Pilau Rice,2.95,1
16092,cust_0082,2019-02-08 19:33:00,Aloo Chaat,4.95,1
16092,cust_0082,2019-02-08 19:33:00,Chicken Tikka Masala,8.95,1
16092,cust_0082,2019-02-08 19:33:00,Garlic Naan,2.95,1
16092,cust_0082,2019-02-08 19:33:00,Pilau Rice,2.95,1
16092,cust_0082,2019-02-08 19:33:00,Bhuna - Chicken,8.95,1
16091,cust_0040,2019-02-08 19:19:00,Plain Papadum,0.8,3
16091,cust_0040,2019-02-08 19:19:00,Lemon Rice,3.95,1
16091,cust_0040,2019-02-08 19:19:00,Lamb Mysore,9.95,1
16091,cust_0040,2019-02-08 19:19:00,Dhansak - Chicken,8.95,1
16091,cust_0040,2019-02-08 19:19:00,Chapati,1.95,1
16090,cust_0045,2019-02-08 19:14:00,Lamb Biryani,9.95,2
16090,cust_0045,2019-02-08 19:14:00,Peshwari Naan,2.95,1
16089,cust_0035,2019-02-08 18:41:00,Onion Bhajee,3.95,1
16089,cust_0035,2019-02-08 18:41:00,Aloo Gobi,5.95,1
16089,cust_0035,2019-02-08 18:41:00,Chicken Biryani,9.95,1
16089,cust_0035,2019-02-08 18:41:00,Madras - Chicken,7.95,1
16089,cust_0035,2019-02-08 18:41:00,Korma - Chicken,8.95,1
16089,cust_0035,2019-02-08 18:41:00,Chicken Balti,9.95,1
16089,cust_0035,2019-02-08 18:41:00,Chicken Tikka Chilli Masala,8.95,1
16089,cust_0035,2019-02-08 18:41:00,Lal Mirch Chicken,9.95,1
16089,cust_0035,2019-02-08 18:41:00,Korma - Prawn,9.95,1
16089,cust_0035,2019-02-08 18:41:00,Korma - King Prawn,12.95,1
16089,cust_0035,2019-02-08 18:41:00,Plain Rice,2.95,1
16089,cust_0035,2019-02-08 18:41:00,Mushroom Rice,3.95,2
16089,cust_0035,2019-02-08 18:41:00,Garlic Naan,2.95,1
16089,cust_0035,2019-02-08 18:41:00,Keema Naan,2.95,1
16089,cust_0035,2019-02-08 18:41:00,Peshwari Naan,2.95,1
16089,cust_0035,2019-02-08 18:41:00,Plain Papadum,0.8,10
16089,cust_0035,2019-02-08 18:41:00,Spicy Papadum,0.8,2
16089,cust_0035,2019-02-08 18:41:00,Mango Chutney,0.5,2
16089,cust_0035,2019-02-08 18:41:00,Onion Chutney,0.5,6
16089,cust_0035,2019-02-08 18:41:00,Red Sauce,0.5,4
16089,cust_0035,2019-02-08 18:41:00,Mint Sauce,0.5,2
16088,cust_0073,2019-02-08 18:18:00,Vindaloo - Chicken,7.95,1
16088,cust_0073,2019-02-08 18:18:00,Madras - Chicken Tikka,7.95,1
16088,cust_0073,2019-02-08 18:18:00,Plain Rice,2.95,2
16088,cust_0073,2019-02-08 18:18:00,Plain Naan,2.6,2
16088,cust_0073,2019-02-08 18:18:00,Madras - Chicken,7.95,1
16088,cust_0073,2019-02-08 18:18:00,Plain Papadum,0.8,4
16088,cust_0073,2019-02-08 18:18:00,Bombay Aloo,5.95,1
16087,cust_0025,2019-02-08 17:57:00,Chicken Tikka Jalfrezi,8.95,1
16087,cust_0025,2019-02-08 17:57:00,Pilau Rice,2.95,1
16087,cust_0025,2019-02-08 17:57:00,Plain Papadum,0.8,2
16087,cust_0025,2019-02-08 17:57:00,Spicy Papadum,0.8,1
16087,cust_0025,2019-02-08 17:57:00,Vindaloo Sauce,3.95,1
16086,cust_0074,2019-02-08 17:43:00,Onion Bhajee,3.95,1
16086,cust_0074,2019-02-08 17:43:00,Mango Chutney,0.5,1
16086,cust_0074,2019-02-08 17:43:00,Meat Samosa,3.95,1
16086,cust_0074,2019-02-08 17:43:00,Chicken Pakora,5.95,1
16086,cust_0074,2019-02-08 17:43:00,Lamb Biryani,9.95,1
16086,cust_0074,2019-02-08 17:43:00,Chicken Biryani,9.95,1
16086,cust_0074,2019-02-08 17:43:00,Chicken Tikka Biryani,10.95,1
16086,cust_0074,2019-02-08 17:43:00,Aloo Gobi,5.95,1
16085,cust_0054,2019-02-08 17:26:00,Chicken Tikka Jalfrezi,8.95,1
16085,cust_0054,2019-02-08 17:26:00,Bombay Aloo,5.95,1
16085,cust_0054,2019-02-08 17:26:00,Chana Masala,5.95,1
16085,cust_0054,2019-02-08 17:26:00,Dupiaza - Chicken,8.95,1
16085,cust_0054,2019-02-08 17:26:00,Keema Naan,2.95,1
16085,cust_0054,2019-02-08 17:26:00,Pilau Rice,2.95,1
16085,cust_0054,2019-02-08 17:26:00,Mushroom Rice,3.95,1
16084,cust_0008,2019-02-08 14:11:00,Muttar Paneer,5.95,1
16084,cust_0008,2019-02-08 14:11:00,Garlic Naan,2.95,1
16084,cust_0008,2019-02-08 14:11:00,Mushroom Rice,3.95,1
16084,cust_0008,2019-02-08 14:11:00,Plain Naan,2.6,1
16083,cust_0061,2019-02-08 11:35:00,Chicken Tikka (Main),8.95,2
16083,cust_0061,2019-02-08 11:35:00,Tandoori Mixed Grill,11.95,1
16083,cust_0061,2019-02-08 11:35:00,Chicken Tikka Masala,8.95,1
16083,cust_0061,2019-02-08 11:35:00,Curry - Chicken,7.95,1
16083,cust_0061,2019-02-08 11:35:00,Bombay Aloo,5.95,2
16083,cust_0061,2019-02-08 11:35:00,Muttar Paneer,5.95,1
16083,cust_0061,2019-02-08 11:35:00,Plain Naan,2.6,4
16083,cust_0061,2019-02-08 11:35:00,Pilau Rice,2.95,4
16083,cust_0061,2019-02-08 11:35:00,Keema Rice,3.95,1
16083,cust_0061,2019-02-08 11:35:00,Aloo Chaat,4.95,1
16083,cust_0061,2019-02-08 11:35:00,Chicken Balti,9.95,1
16083,cust_0061,2019-02-08 11:35:00,Chicken Shashlick,9.95,1
16083,cust_0061,2019-02-08 11:35:00,Vegetable Balti,9.95,1
16083,cust_0061,2019-02-08 11:35:00,Cauliflower Bhajee,5.95,1
16083,cust_0061,2019-02-08 11:35:00,Vindaloo - Chicken,7.95,1
16082,cust_0051,2019-01-08 20:42:00,Butter Chicken,9.95,1
16082,cust_0051,2019-01-08 20:42:00,Prawn Balti,10.95,1
16081,cust_0004,2019-01-08 19:51:00,Tandoori Chicken Masala,8.95,1
16081,cust_0004,2019-01-08 19:51:00,Curry - Chicken,7.95,1
16081,cust_0004,2019-01-08 19:51:00,Aloo Gobi,5.95,1
16081,cust_0004,2019-01-08 19:51:00,Plain Naan,2.6,1
16081,cust_0004,2019-01-08 19:51:00,Pilau Rice,2.95,1
16081,cust_0004,2019-01-08 19:51:00,Plain Papadum,0.8,1
16081,cust_0004,2019-01-08 19:51:00,Red Sauce,0.5,1
16081,cust_0004,2019-01-08 19:51:00,Mango Chutney,0.5,1
16081,cust_0004,2019-01-08 19:51:00,Mixed Starter,5.95,1
16080,cust_0042,2019-01-08 19:16:00,Madras - Lamb,7.95,1
16080,cust_0042,2019-01-08 19:16:00,Mushroom Rice,3.95,1
16080,cust_0042,2019-01-08 19:16:00,French Fries,3.95,1
16080,cust_0042,2019-01-08 19:16:00,Korma - Chicken,8.95,2
16080,cust_0042,2019-01-08 19:16:00,Plain Naan,2.6,1
16080,cust_0042,2019-01-08 19:16:00,Garlic Naan,2.95,1
16079,cust_0022,2019-01-08 18:45:00,Plain Papadum,0.8,4
16079,cust_0022,2019-01-08 18:45:00,Pathia - Chicken Tikka,8.95,2
16079,cust_0022,2019-01-08 18:45:00,COBRA ( LARGE ),5.95,1
16079,cust_0022,2019-01-08 18:45:00,House white wine 75cl,17.95,1
16079,cust_0022,2019-01-08 18:45:00,Pilau Rice,2.95,2
16078,cust_0070,2019-01-08 18:41:00,Lamb Tikka,4.95,1
16078,cust_0070,2019-01-08 18:41:00,Lime Pickle,0.5,1
16078,cust_0070,2019-01-08 18:41:00,Onion Chutney,0.5,1
16078,cust_0070,2019-01-08 18:41:00,Plain Rice,2.95,1
16078,cust_0070,2019-01-08 18:41:00,King Prawn Shaslick,12.95,1
16078,cust_0070,2019-01-08 18:41:00,COBRA ( LARGE ),5.95,2
16077,cust_0004,2019-01-08 18:21:00,Chicken Tikka Biryani,10.95,1
16077,cust_0004,2019-01-08 18:21:00,Stuffed Paratha,3.95,1
16077,cust_0004,2019-01-08 18:21:00,Meat Samosa,3.95,1
16076,cust_0017,2019-01-08 18:02:00,Plain Rice,2.95,1
16076,cust_0017,2019-01-08 18:02:00,Plain Naan,2.6,2
16076,cust_0017,2019-01-08 18:02:00,Mixed Vegetable Curry,5.95,1
16076,cust_0017,2019-01-08 18:02:00,Aloo Gobi,5.95,1
16076,cust_0017,2019-01-08 18:02:00,Curry Sauce,3.95,1
16076,cust_0017,2019-01-08 18:02:00,Mango Chutney,0.5,1
16076,cust_0017,2019-01-08 18:02:00,Raitha,2.95,1
16075,cust_0072,2019-01-08 17:59:00,Madras - Chicken,7.95,1
16075,cust_0072,2019-01-08 17:59:00,Plain Naan,2.6,1
16075,cust_0072,2019-01-08 17:59:00,Bottle Diet Coke,2.95,1
16075,cust_0072,2019-01-08 17:59:00,Plain Rice,2.95,1
16074,cust_0024,2019-01-08 17:34:00,Bombay Aloo,5.95,1
16074,cust_0024,2019-01-08 17:34:00,Chicken Tikka Jalfrezi,8.95,1
16074,cust_0024,2019-01-08 17:34:00,Mushroom Rice,3.95,1
16074,cust_0024,2019-01-08 17:34:00,Plain Papadum,0.8,2
16073,cust_0007,2019-01-08 13:33:00,Cauliflower Bhajee,5.95,1
16073,cust_0007,2019-01-08 13:33:00,Dhansak - Chicken,8.95,1
16073,cust_0007,2019-01-08 13:33:00,Tarka Dall,5.95,2
16073,cust_0007,2019-01-08 13:33:00,Saag Dall,5.95,1
16072,cust_0011,2019-01-08 12:33:00,Vindaloo - Chicken,7.95,2
16072,cust_0011,2019-01-08 12:33:00,Special Fried Rice,3.95,1
16072,cust_0011,2019-01-08 12:33:00,Plain Naan,2.6,1
16072,cust_0011,2019-01-08 12:33:00,Bombay Aloo,5.95,1
16071,cust_0060,2019-07-31 21:10:00,Lamb Biryani,9.95,1
16071,cust_0060,2019-07-31 21:10:00,Chicken Biryani,9.95,1
16071,cust_0060,2019-07-31 21:10:00,Bombay Aloo,5.95,1
16071,cust_0060,2019-07-31 21:10:00,Peshwari Naan,2.95,1
16069,cust_0038,2019-07-31 20:35:00,Dhansak - Lamb,8.95,1
16069,cust_0038,2019-07-31 20:35:00,Korma - Chicken,8.95,1
16069,cust_0038,2019-07-31 20:35:00,Plain Naan,2.6,1
16069,cust_0038,2019-07-31 20:35:00,Pilau Rice,2.95,1
16068,cust_0053,2019-07-31 20:11:00,Pilau Rice,2.95,2
16068,cust_0053,2019-07-31 20:11:00,Chicken Tikka Masala,8.95,2
16068,cust_0053,2019-07-31 20:11:00,Madras - Chicken Tikka,7.95,1
16068,cust_0053,2019-07-31 20:11:00,Onion Bhajee,3.95,2
16067,cust_0018,2019-07-31 20:05:00,Chicken Tikka Jalfrezi,8.95,1
16067,cust_0018,2019-07-31 20:05:00,Pilau Rice,2.95,1
16067,cust_0018,2019-07-31 20:05:00,Plain Naan,2.6,1
16067,cust_0018,2019-07-31 20:05:00,Green Salad,2.95,1
16066,cust_0073,2019-07-31 19:54:00,Sheek Kebab,4.95,1
16066,cust_0073,2019-07-31 19:54:00,Vegetable Biryani,9.95,1
16066,cust_0073,2019-07-31 19:54:00,Aloo Chaat,4.95,1
16066,cust_0073,2019-07-31 19:54:00,Madras - King Prawn,11.95,1
16066,cust_0073,2019-07-31 19:54:00,Pilau Rice,2.95,2
16066,cust_0073,2019-07-31 19:54:00,Butter Chicken,9.95,1
16066,cust_0073,2019-07-31 19:54:00,Plain Papadum,0.8,1
16065,cust_0082,2019-07-31 19:35:00,Chicken Tikka Masala,8.95,1
16065,cust_0082,2019-07-31 19:35:00,Plain Naan,2.6,5
16065,cust_0082,2019-07-31 19:35:00,Rogon - Chicken,8.95,1
16065,cust_0082,2019-07-31 19:35:00,Chicken Tikka (Main),8.95,1
16065,cust_0082,2019-07-31 19:35:00,Madras - Chicken Tikka,7.95,2
16065,cust_0082,2019-07-31 19:35:00,Garlic Naan,2.95,1
16065,cust_0082,2019-07-31 19:35:00,Bombay Aloo,5.95,1
16065,cust_0082,2019-07-31 19:35:00,Saag Aloo,5.95,1
16065,cust_0082,2019-07-31 19:35:00,French Fries,3.95,1
16065,cust_0082,2019-07-31 19:35:00,Pilau Rice,2.95,2
16065,cust_0082,2019-07-31 19:35:00,Onion Bhajee,3.95,3
16064,cust_0040,2019-07-31 19:31:00,Plain Papadum,0.8,4
16064,cust_0040,2019-07-31 19:31:00,Mint Sauce,0.5,1
16064,cust_0040,2019-07-31 19:31:00,Chicken Tikka Karahi,9.95,1
16064,cust_0040,2019-07-31 19:31:00,Mushroom Bhajee,5.95,1
16064,cust_0040,2019-07-31 19:31:00,Plain Rice,2.95,2
16063,cust_0080,2019-07-31 19:17:00,Chicken Tikka,4.95,1
16063,cust_0080,2019-07-31 19:17:00,Royal Paneer,5.95,1
16063,cust_0080,2019-07-31 19:17:00,Garlic Naan,2.95,1
16063,cust_0080,2019-07-31 19:17:00,Bottle Diet Coke,2.95,1
16062,cust_0088,2019-07-31 19:05:00,Korma - Chicken,8.95,1
16062,cust_0088,2019-07-31 19:05:00,Peshwari Naan,2.95,1
16062,cust_0088,2019-07-31 19:05:00,Lemon Rice,3.95,1
16062,cust_0088,2019-07-31 19:05:00,Mushroom Rice,3.95,1
16062,cust_0088,2019-07-31 19:05:00,Lamb Sylhet,9.95,1
16061,cust_0064,2019-07-31 19:02:00,Spicy Papadum,0.8,2
16061,cust_0064,2019-07-31 19:02:00,Red Sauce,0.5,1
16061,cust_0064,2019-07-31 19:02:00,Plain Rice,2.95,1
16061,cust_0064,2019-07-31 19:02:00,Dupiaza - Chicken Tikka,8.95,1
16061,cust_0064,2019-07-31 19:02:00,Chapati,1.95,1
16060,cust_0069,2019-07-31 18:58:00,Saag - Chicken,8.95,1
16060,cust_0069,2019-07-31 18:58:00,Saag Paneer,5.95,1
16060,cust_0069,2019-07-31 18:58:00,Saag Rice,3.95,1
16059,cust_0022,2019-07-31 18:50:00,Sheek Kebab,4.95,1
16059,cust_0022,2019-07-31 18:50:00,Plain Papadum,0.8,3
16059,cust_0022,2019-07-31 18:50:00,Lamb Tikka Masala,8.95,1
16059,cust_0022,2019-07-31 18:50:00,Pilau Rice,2.95,1
16059,cust_0022,2019-07-31 18:50:00,Keema Naan,2.95,1
16059,cust_0022,2019-07-31 18:50:00,French Fries,3.95,1
16058,cust_0023,2019-07-31 17:16:00,Keema Rice,3.95,1
16058,cust_0023,2019-07-31 17:16:00,Bombay Aloo,5.95,1
16058,cust_0023,2019-07-31 17:16:00,Madras - Lamb,7.95,1
16057,cust_0017,2019-07-31 13:55:00,Lamb Biryani,9.95,1
16057,cust_0017,2019-07-31 13:55:00,Lamb Tikka Chilli Masala,8.95,1
16057,cust_0017,2019-07-31 13:55:00,Garlic Naan,2.95,1
16056,cust_0037,2019-07-30 21:05:00,Paneer Tikka Sizzler,9.95,1
16056,cust_0037,2019-07-30 21:05:00,Vindaloo Sauce,3.95,1
16056,cust_0037,2019-07-30 21:05:00,Plain Rice,2.95,1
16056,cust_0037,2019-07-30 21:05:00,French Fries,3.95,1
16055,cust_0015,2019-07-30 20:10:00,Chicken Mysore,9.95,1
16055,cust_0015,2019-07-30 20:10:00,Garlic Naan,2.95,3
16055,cust_0015,2019-07-30 20:10:00,Lamb Chilli Garlic,9.95,1
16054,cust_0091,2019-07-30 19:55:00,Aloo Chaat,4.95,1
16054,cust_0091,2019-07-30 19:55:00,Tandoori Mixed Grill,11.95,1
16054,cust_0091,2019-07-30 19:55:00,Tandoori Roti,2.6,1
16053,cust_0000,2019-07-30 18:43:00,King Prawn Puree,5.95,1
16053,cust_0000,2019-07-30 18:43:00,Plain Papadum,0.8,1
16053,cust_0000,2019-07-30 18:43:00,Chicken Shashlick,9.95,1
16053,cust_0000,2019-07-30 18:43:00,Bhindi Bhajee,5.95,1
16053,cust_0000,2019-07-30 18:43:00,Dhansak Sauce,3.95,1
16052,cust_0042,2019-07-30 18:43:00,Onion Bhajee,3.95,2
16052,cust_0042,2019-07-30 18:43:00,Tarka Dall,5.95,1
16052,cust_0042,2019-07-30 18:43:00,Saag Paneer,5.95,1
16052,cust_0042,2019-07-30 18:43:00,Baingan Hari Mirch,5.95,1
16051,cust_0090,2019-07-30 18:38:00,Madras - Chicken,7.95,1
16051,cust_0090,2019-07-30 18:38:00,Lemon Rice,3.95,1
16051,cust_0090,2019-07-30 18:38:00,Spicy Papadum,0.8,1
16051,cust_0090,2019-07-30 18:38:00,French Fries,3.95,1
16050,cust_0091,2019-07-30 18:33:00,Mint Sauce,0.5,1
